id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
202,Leobendorf,31216,31216,None,2866,2807,59,2013-09-28 22:00:00+00:00,681,860,442,394,87,163,149,None,15,16,None,None,None
203,Bad Vigaun,50213,50213,None,1198,1159,39,2013-09-28 22:00:00+00:00,227,379,228,177,39,46,48,None,4,11,None,None,None
204,Heiligenbrunn,10407,10407,None,547,536,11,2013-09-28 22:00:00+00:00,140,247,88,22,5,9,23,None,1,1,None,None,None
205,Weyregg am Attersee,41749,41749,None,859,844,15,2013-09-28 22:00:00+00:00,200,266,169,103,30,30,37,None,5,1,None,None,None
206,Grundlsee,61215,61215,None,657,646,11,2013-09-28 22:00:00+00:00,195,164,96,62,30,32,50,None,6,11,None,None,None
207,Güssing,10405,10405,None,2107,2069,38,2013-09-28 22:00:00+00:00,724,657,311,143,41,43,131,None,5,9,None,None,None
208,Weppersdorf,10823,10823,None,1184,1158,26,2013-09-28 22:00:00+00:00,631,177,211,45,10,22,53,None,3,4,None,None,None
209,Hohenberg,31404,31404,None,912,895,17,2013-09-28 22:00:00+00:00,432,181,135,52,25,20,36,None,5,9,None,None,None
210,Grafenwörth,32107,32107,None,1866,1820,46,2013-09-28 22:00:00+00:00,543,588,354,116,44,68,85,None,12,10,None,None,None
211,Ramsau am Dachstein,61236,61236,None,1377,1340,37,2013-09-28 22:00:00+00:00,144,333,413,128,123,56,118,None,10,5,None,None,None
212,Frankenburg am Hausruck,41709,41709,None,3054,2953,101,2013-09-28 22:00:00+00:00,916,667,777,216,107,83,129,None,28,19,None,None,None
213,Kaltenberg,40606,40606,None,409,400,9,2013-09-28 22:00:00+00:00,29,237,82,17,10,5,16,None,2,0,None,None,None
214,Schärding,41422,41422,None,2288,2234,54,2013-09-28 22:00:00+00:00,648,482,562,260,84,68,95,None,14,11,None,None,None
215,Neulengbach,31926,31926,None,4244,4166,78,2013-09-28 22:00:00+00:00,936,1149,797,526,134,312,236,None,35,41,None,None,None
216,Klaffer am Hochficht,41315,41315,None,797,787,10,2013-09-28 22:00:00+00:00,203,251,239,28,18,2,32,None,2,7,None,None,None
217,Röhrenbach,31119,31119,None,375,366,9,2013-09-28 22:00:00+00:00,33,251,33,21,5,5,16,None,2,0,None,None,None
218,Mattighofen,40421,40421,None,2294,2236,58,2013-09-28 22:00:00+00:00,775,331,593,214,88,64,123,None,21,15,None,None,None
219,Sankt Lorenzen im Mürztal,62128,62128,None,1984,1954,30,2013-09-28 22:00:00+00:00,524,250,582,175,84,96,197,None,15,27,None,None,None
220,Villach,20201,20201,None,28306,27812,494,2013-09-28 22:00:00+00:00,9869,2933,5028,3643,2634,1150,2119,None,238,198,None,None,None
221,Imsterberg,70204,70204,None,384,374,10,2013-09-28 22:00:00+00:00,68,165,88,24,12,2,11,None,2,2,None,None,None
222,Weinburg,31945,31945,None,892,874,18,2013-09-28 22:00:00+00:00,373,194,160,48,25,22,43,None,7,2,None,None,None
223,Ennsdorf,30508,30508,None,1533,1509,24,2013-09-28 22:00:00+00:00,664,187,359,147,30,27,66,None,13,16,None,None,None
224,Reichenfels,20912,20912,None,1055,1027,28,2013-09-28 22:00:00+00:00,309,222,228,61,128,18,55,None,4,2,None,None,None
225,Weikersdorf am Steinfelde,32334,32334,None,705,683,22,2013-09-28 22:00:00+00:00,109,256,192,35,22,17,41,None,2,9,None,None,None
226,Tollet,40830,40830,None,572,553,19,2013-09-28 22:00:00+00:00,128,191,98,79,23,12,17,None,3,1,None,None,None
227,Hofkirchen an der Trattnach,40811,40811,None,880,853,27,2013-09-28 22:00:00+00:00,155,291,221,72,29,22,38,None,11,9,None,None,None
228,Bad Ischl,40703,40703,None,7138,6946,192,2013-09-28 22:00:00+00:00,2177,1257,1387,917,313,321,373,None,63,100,None,None,None
229,Asten,41003,41003,None,3347,3273,74,2013-09-28 22:00:00+00:00,1264,363,948,236,118,89,199,None,28,19,None,None,None
230,Maria Wörth,20419,20419,None,749,735,14,2013-09-28 22:00:00+00:00,161,150,97,120,79,49,67,None,8,4,None,None,None
231,Inzenhof,10421,10421,None,238,236,2,2013-09-28 22:00:00+00:00,164,30,25,3,3,2,8,None,0,1,None,None,None
232,Bad Bleiberg,20705,20705,None,1305,1276,29,2013-09-28 22:00:00+00:00,593,83,211,84,179,27,78,None,10,11,None,None,None
233,Neudörfl,10607,10607,None,2400,2360,40,2013-09-28 22:00:00+00:00,1018,326,521,143,81,107,130,None,11,11,None,None,None
234,Langenstein,41109,41109,None,1511,1467,44,2013-09-28 22:00:00+00:00,658,237,260,119,31,24,123,None,4,7,None,None,None
235,Straß im Attergau,41741,41741,None,818,781,37,2013-09-28 22:00:00+00:00,125,292,214,64,20,18,29,None,11,5,None,None,None
236,Bludenz,80103,80103,None,5324,5260,64,2013-09-28 22:00:00+00:00,1256,995,1083,713,135,731,204,None,47,43,None,None,None
237,Gries im Sellrain,70314,70314,None,302,300,2,2013-09-28 22:00:00+00:00,49,143,63,21,7,8,7,None,1,1,None,None,None
238,Oberhaag,61024,61024,None,1250,1238,12,2013-09-28 22:00:00+00:00,284,375,350,32,50,18,122,None,2,4,None,None,None
239,St. Agatha,40824,40824,None,1265,1219,46,2013-09-28 22:00:00+00:00,221,528,248,96,48,26,42,None,3,5,None,None,None
240,St. Ulrich am Pillersee,70417,70417,None,730,728,2,2013-09-28 22:00:00+00:00,103,307,137,89,27,22,37,None,5,1,None,None,None
241,Schönberg am Kamp,31355,31355,None,1227,1195,32,2013-09-28 22:00:00+00:00,219,433,226,127,38,75,59,None,6,12,None,None,None
242,Tulln an der Donau,32135,32135,None,8194,8010,184,2013-09-28 22:00:00+00:00,1932,2338,1450,1071,243,475,378,None,58,65,None,None,None
243,Rechnitz,10919,10919,None,1771,1735,36,2013-09-28 22:00:00+00:00,723,344,391,66,47,28,117,None,6,10,None,None,None
244,Hartberg Umgebung,62220,62220,None,1274,1255,19,2013-09-28 22:00:00+00:00,126,595,275,69,46,36,103,None,0,4,None,None,None
245,Weißbach bei Lofer,50627,50627,None,218,207,11,2013-09-28 22:00:00+00:00,37,80,38,19,9,8,11,None,4,1,None,None,None
246,Pernegg an der Mur,62125,62125,None,1532,1508,24,2013-09-28 22:00:00+00:00,457,272,430,106,56,36,118,None,9,24,None,None,None
247,Flirsch,70605,70605,None,480,475,5,2013-09-28 22:00:00+00:00,131,166,74,43,14,8,29,None,7,3,None,None,None
248,Lackendorf,10824,10824,None,394,390,4,2013-09-28 22:00:00+00:00,190,103,66,14,2,1,12,None,1,0,None,None,None
249,Pfaffstätten,30625,30625,None,1977,1942,35,2013-09-28 22:00:00+00:00,416,550,314,326,47,172,84,None,14,19,None,None,None
250,Kematen an der Ybbs,30517,30517,None,1515,1480,35,2013-09-28 22:00:00+00:00,614,353,288,74,30,34,62,None,8,17,None,None,None
251,Allhartsberg,30501,30501,None,1345,1296,49,2013-09-28 22:00:00+00:00,245,577,230,116,30,36,46,None,7,9,None,None,None
252,Wölbling,31948,31948,None,1495,1456,39,2013-09-28 22:00:00+00:00,480,438,263,116,32,45,59,None,15,8,None,None,None
253,Kleinzell im Mühlkreis,41316,41316,None,875,855,20,2013-09-28 22:00:00+00:00,201,322,131,109,23,25,28,None,8,2,None,None,None
254,Doren,80210,80210,None,512,509,3,2013-09-28 22:00:00+00:00,21,251,93,58,21,38,22,None,2,0,None,None,None
255,Bad Pirawarth,30805,30805,None,1023,1001,22,2013-09-28 22:00:00+00:00,300,355,175,55,27,45,36,None,3,5,None,None,None
256,Schardenberg,41423,41423,None,1260,1238,22,2013-09-28 22:00:00+00:00,166,543,300,71,77,18,47,None,6,1,None,None,None
257,Olbendorf,10411,10411,None,916,903,13,2013-09-28 22:00:00+00:00,496,104,155,32,16,16,74,None,0,1,None,None,None
258,Jungholz,70818,70818,None,52,52,0,2013-09-28 22:00:00+00:00,1,45,4,1,0,0,1,None,0,0,None,None,None
259,Lassing,61222,61222,None,927,914,13,2013-09-28 22:00:00+00:00,177,272,285,55,27,18,65,None,8,5,None,None,None
260,Maishofen,50611,50611,None,1653,1618,35,2013-09-28 22:00:00+00:00,321,506,398,183,43,66,86,None,6,9,None,None,None
261,Himmelberg,21005,21005,None,1252,1215,37,2013-09-28 22:00:00+00:00,297,209,285,95,194,32,92,None,7,4,None,None,None
262,St. Egyden am Steinfeld,31831,31831,None,1112,1095,17,2013-09-28 22:00:00+00:00,311,288,259,70,32,48,69,None,10,8,None,None,None
263,Steinerkirchen an der Traun,41821,41821,None,1441,1402,39,2013-09-28 22:00:00+00:00,188,579,304,139,51,44,76,None,12,6,None,None,None
264,Nassereith,70212,70212,None,871,854,17,2013-09-28 22:00:00+00:00,148,325,178,78,22,33,60,None,3,7,None,None,None
265,Göming,50313,50313,None,456,440,16,2013-09-28 22:00:00+00:00,43,237,63,55,14,8,15,None,2,3,None,None,None
266,Mitterdorf an der Raab,61729,61729,None,1211,1196,15,2013-09-28 22:00:00+00:00,243,291,278,87,36,32,208,None,10,10,None,None,None
267,Michelbach,31923,31923,None,574,553,21,2013-09-28 22:00:00+00:00,49,255,107,42,11,48,31,None,5,5,None,None,None
268,Liebenfels,20515,20515,None,1701,1674,27,2013-09-28 22:00:00+00:00,572,249,286,162,225,52,106,None,10,12,None,None,None
269,Steuerberg,21010,21010,None,804,778,26,2013-09-28 22:00:00+00:00,218,120,193,54,119,24,49,None,0,1,None,None,None
270,Redlham,41730,41730,None,840,819,21,2013-09-28 22:00:00+00:00,244,213,175,90,26,20,35,None,7,1,None,None,None
271,Wien,90001,90301,None,31812,31371,441,2013-09-28 22:00:00+00:00,8970,4655,4960,6769,750,3105,1076,None,351,629,None,None,None
272,Geretsberg,40409,40409,None,530,513,17,2013-09-28 22:00:00+00:00,80,202,123,47,13,15,23,None,7,0,None,None,None
273,Offenhausen,41814,41814,None,938,911,27,2013-09-28 22:00:00+00:00,153,284,272,86,23,28,50,None,5,8,None,None,None
274,Angath,70502,70502,None,492,483,9,2013-09-28 22:00:00+00:00,89,139,114,65,19,11,41,None,1,4,None,None,None
275,Hartkirchen,40506,40506,None,2527,2479,48,2013-09-28 22:00:00+00:00,549,702,664,258,96,58,117,None,18,11,None,None,None
276,Lans,70325,70325,None,503,493,10,2013-09-28 22:00:00+00:00,53,181,57,83,40,52,18,None,3,6,None,None,None
277,Krumpendorf am Wörthersee,20415,20415,None,1730,1702,28,2013-09-28 22:00:00+00:00,371,329,206,346,196,117,117,None,7,13,None,None,None
278,Unterlamm,62372,62372,None,706,687,19,2013-09-28 22:00:00+00:00,72,252,239,21,12,5,74,None,2,2,None,None,None
279,Mayrhofen,70920,70920,None,1381,1364,17,2013-09-28 22:00:00+00:00,185,534,260,187,59,38,83,None,15,3,None,None,None
280,Klein-Pöchlarn,31516,31516,None,590,579,11,2013-09-28 22:00:00+00:00,249,137,99,39,16,6,23,None,8,2,None,None,None
281,Heiligenberg,40810,40810,None,439,423,16,2013-09-28 22:00:00+00:00,26,210,110,33,12,5,23,None,1,2,None,None,None
282,Techelsberg am Wörther See,20435,20435,None,1168,1143,25,2013-09-28 22:00:00+00:00,364,190,226,99,122,32,98,None,5,7,None,None,None
283,Gerersdorf,31907,31907,None,564,550,14,2013-09-28 22:00:00+00:00,116,273,66,47,12,13,23,None,0,0,None,None,None
284,Baldramsdorf,20602,20602,None,1034,1013,21,2013-09-28 22:00:00+00:00,380,122,224,53,104,46,78,None,2,4,None,None,None
285,Kirchberg am Wagram,32114,32114,None,2213,2175,38,2013-09-28 22:00:00+00:00,567,775,370,199,62,88,89,None,10,15,None,None,None
286,Pottenstein,30627,30627,None,1566,1530,36,2013-09-28 22:00:00+00:00,521,332,312,152,33,56,94,None,15,15,None,None,None
287,Tristach,70732,70732,None,728,710,18,2013-09-28 22:00:00+00:00,134,261,98,83,37,29,55,None,8,5,None,None,None
288,Sankt Georgen bei Salzburg,50329,50329,None,1672,1624,48,2013-09-28 22:00:00+00:00,296,525,390,212,46,38,95,None,10,12,None,None,None
289,Untertilliach,70733,70733,None,95,94,1,2013-09-28 22:00:00+00:00,4,53,11,7,3,3,7,None,1,5,None,None,None
290,Aurolzmünster,41203,41203,None,1483,1454,29,2013-09-28 22:00:00+00:00,373,276,461,95,73,42,107,None,11,10,None,None,None
291,Hoheneich,30920,30920,None,876,855,21,2013-09-28 22:00:00+00:00,289,304,105,65,26,18,38,None,4,6,None,None,None
292,Großschönau,30912,30912,None,775,751,24,2013-09-28 22:00:00+00:00,103,375,122,54,20,11,51,None,9,6,None,None,None
293,Kufstein,70513,70513,None,6912,6807,105,2013-09-28 22:00:00+00:00,1336,1530,1700,1158,170,350,463,None,54,46,None,None,None
294,Parndorf,10717,10717,None,2042,1998,44,2013-09-28 22:00:00+00:00,857,208,552,134,41,67,106,None,18,11,None,None,None
295,Zellberg,70941,70941,None,318,314,4,2013-09-28 22:00:00+00:00,60,146,54,21,14,6,12,None,1,0,None,None,None
296,Wien,90001,90901,None,14969,14764,205,2013-09-28 22:00:00+00:00,3408,2437,1731,3896,321,1887,497,None,194,336,None,None,None
297,Obervellach,20627,20627,None,1160,1144,16,2013-09-28 22:00:00+00:00,286,211,243,78,159,36,119,None,7,5,None,None,None
298,Günselsdorf,30612,30612,None,971,951,20,2013-09-28 22:00:00+00:00,372,141,256,53,27,30,59,None,5,8,None,None,None
299,Bürmoos,50305,50305,None,2402,2340,62,2013-09-28 22:00:00+00:00,953,212,554,318,69,75,125,None,17,17,None,None,None
300,Waldkirchen an der Thaya,32222,32222,None,373,369,4,2013-09-28 22:00:00+00:00,72,201,54,14,3,6,15,None,0,4,None,None,None
301,Lassee,30830,30830,None,1441,1418,23,2013-09-28 22:00:00+00:00,389,375,395,71,40,34,88,None,13,13,None,None,None
302,Wartmannstetten,31844,31844,None,1097,1077,20,2013-09-28 22:00:00+00:00,241,444,169,73,36,49,54,None,8,3,None,None,None
303,Klein St. Paul,20513,20513,None,1079,1060,19,2013-09-28 22:00:00+00:00,297,220,226,54,178,19,55,None,6,5,None,None,None
304,Bludesch,80104,80104,None,923,912,11,2013-09-28 22:00:00+00:00,179,165,231,123,36,101,42,None,15,8,None,None,None
305,Pollham,40821,40821,None,608,586,22,2013-09-28 22:00:00+00:00,75,199,94,85,38,20,64,None,3,0,None,None,None
306,Gloggnitz,31810,31810,None,3197,3124,73,2013-09-28 22:00:00+00:00,1117,601,774,241,92,109,147,None,18,25,None,None,None
307,Kuchl,50207,50207,None,3752,3644,108,2013-09-28 22:00:00+00:00,670,1155,619,611,167,190,185,None,30,17,None,None,None
308,Buchbach,31806,31806,None,226,225,1,2013-09-28 22:00:00+00:00,89,67,26,15,5,7,12,None,3,1,None,None,None
309,Scheiblingkirchen-Thernberg,31832,31832,None,1188,1164,24,2013-09-28 22:00:00+00:00,240,515,199,79,30,39,48,None,9,5,None,None,None
310,Matrei am Brenner,70327,70327,None,471,465,6,2013-09-28 22:00:00+00:00,151,125,98,30,19,21,16,None,3,2,None,None,None
311,Oberndorf bei Schwanenstadt,41720,41720,None,810,782,28,2013-09-28 22:00:00+00:00,224,165,188,94,35,31,37,None,4,2,None,None,None
312,Zwettl an der Rodl,41627,41627,None,1055,1028,27,2013-09-28 22:00:00+00:00,179,392,155,154,28,43,60,None,5,7,None,None,None
313,Marz,10605,10605,None,1259,1228,31,2013-09-28 22:00:00+00:00,456,316,237,99,23,25,65,None,0,5,None,None,None
314,Ottnang am Hausruck,41722,41722,None,2179,2093,86,2013-09-28 22:00:00+00:00,606,475,558,168,83,42,103,None,25,6,None,None,None
315,Sieggraben,10613,10613,None,853,834,19,2013-09-28 22:00:00+00:00,306,290,145,16,16,13,45,None,1,1,None,None,None
316,Seitenstetten,30532,30532,None,1943,1887,56,2013-09-28 22:00:00+00:00,305,762,352,234,50,66,75,None,23,20,None,None,None
317,Katsdorf,41106,41106,None,1783,1735,48,2013-09-28 22:00:00+00:00,519,465,282,227,59,69,91,None,6,9,None,None,None
318,Wiesen,10615,10615,None,1784,1747,37,2013-09-28 22:00:00+00:00,417,517,444,108,49,60,128,None,8,8,None,None,None
319,Oftering,41016,41016,None,1184,1162,22,2013-09-28 22:00:00+00:00,400,244,237,129,43,45,52,None,4,6,None,None,None
320,Palterndorf-Dobermannsdorf,30845,30845,None,740,728,12,2013-09-28 22:00:00+00:00,186,298,159,20,16,9,34,None,2,4,None,None,None
321,Raggal,80118,80118,None,427,424,3,2013-09-28 22:00:00+00:00,22,213,52,49,11,37,29,None,2,1,None,None,None
322,Abtenau,50201,50201,None,3323,3211,112,2013-09-28 22:00:00+00:00,920,1144,542,295,73,85,130,None,18,4,None,None,None
323,Oberloisdorf,10828,10828,None,542,528,14,2013-09-28 22:00:00+00:00,222,174,71,24,6,7,20,None,2,2,None,None,None
324,Sonnberg im Mühlkreis,41623,41623,None,546,529,17,2013-09-28 22:00:00+00:00,116,196,98,57,8,16,28,None,2,6,None,None,None
325,Wien,90001,92001,None,26633,26272,361,2013-09-28 22:00:00+00:00,10239,2575,6154,3767,474,1324,922,None,263,450,None,None,None
326,Perwang am Grabensee,40430,40430,None,497,480,17,2013-09-28 22:00:00+00:00,81,163,106,64,18,15,26,None,3,3,None,None,None
327,Schwarzach im Pongau,50421,50421,None,1782,1744,38,2013-09-28 22:00:00+00:00,838,216,372,150,30,60,63,None,9,6,None,None,None
328,Rietz,70215,70215,None,923,906,17,2013-09-28 22:00:00+00:00,245,219,204,105,19,40,60,None,7,7,None,None,None
329,St. Peter in der Au,30530,30530,None,3095,3015,80,2013-09-28 22:00:00+00:00,520,1313,505,334,87,107,129,None,14,6,None,None,None
330,Brunn am Gebirge,31704,31704,None,6083,5983,100,2013-09-28 22:00:00+00:00,1612,1338,1071,887,163,558,241,None,47,66,None,None,None
331,Grödig,50314,50314,None,3418,3349,69,2013-09-28 22:00:00+00:00,955,633,790,493,116,164,157,None,22,19,None,None,None
332,Ebenfurth,32304,32304,None,1410,1377,33,2013-09-28 22:00:00+00:00,645,162,324,92,25,48,65,None,5,11,None,None,None
333,Miesenbach,32321,32321,None,436,428,8,2013-09-28 22:00:00+00:00,89,181,76,22,23,9,24,None,2,2,None,None,None
334,Weißpriach,50514,50514,None,207,205,2,2013-09-28 22:00:00+00:00,55,71,51,14,5,1,7,None,0,1,None,None,None
335,Zirl,70369,70369,None,3429,3378,51,2013-09-28 22:00:00+00:00,706,722,634,743,109,219,190,None,24,31,None,None,None
336,Niederwölz,61413,61413,None,371,366,5,2013-09-28 22:00:00+00:00,80,104,96,8,26,6,41,None,1,3,None,None,None
337,Feistritz im Rosental,20403,20403,None,1360,1326,34,2013-09-28 22:00:00+00:00,562,201,152,156,113,29,95,None,9,9,None,None,None
338,Texingtal,31551,31551,None,1011,976,35,2013-09-28 22:00:00+00:00,117,564,118,76,28,22,40,None,8,3,None,None,None
339,Faistenau,50311,50311,None,1668,1632,36,2013-09-28 22:00:00+00:00,207,547,493,183,60,46,81,None,9,6,None,None,None
340,Strem,10416,10416,None,576,561,15,2013-09-28 22:00:00+00:00,119,260,112,21,8,5,33,None,0,1,None,None,None
341,Markgrafneusiedl,30836,30836,None,513,501,12,2013-09-28 22:00:00+00:00,185,99,118,29,6,28,29,None,6,1,None,None,None
342,Längenfeld,70208,70208,None,1890,1856,34,2013-09-28 22:00:00+00:00,205,965,357,120,75,53,70,None,6,5,None,None,None
343,Grafenegg,31308,31308,None,1913,1857,56,2013-09-28 22:00:00+00:00,426,712,313,169,52,71,91,None,15,8,None,None,None
344,Rappottenstein,32521,32521,None,1107,1070,37,2013-09-28 22:00:00+00:00,148,527,192,59,30,47,51,None,8,8,None,None,None
345,Nußbach,40910,40910,None,1389,1352,37,2013-09-28 22:00:00+00:00,261,550,239,140,42,44,57,None,7,6,None,None,None
346,Weibern,40833,40833,None,940,899,41,2013-09-28 22:00:00+00:00,139,337,187,106,26,29,54,None,10,1,None,None,None
347,Maria Rain,20417,20417,None,1278,1249,29,2013-09-28 22:00:00+00:00,333,191,230,186,162,59,66,None,11,11,None,None,None
348,Rottenbach,40823,40823,None,649,627,22,2013-09-28 22:00:00+00:00,121,177,190,45,28,13,34,None,7,5,None,None,None
349,Rinn,70345,70345,None,926,910,16,2013-09-28 22:00:00+00:00,130,289,169,144,46,69,53,None,3,7,None,None,None
350,Senftenbach,41230,41230,None,428,412,16,2013-09-28 22:00:00+00:00,71,137,117,36,12,11,20,None,3,3,None,None,None
351,Pill,70921,70921,None,560,552,8,2013-09-28 22:00:00+00:00,74,228,124,67,8,28,20,None,1,2,None,None,None
352,Langenwang,62116,62116,None,2285,2255,30,2013-09-28 22:00:00+00:00,574,558,603,151,83,79,159,None,12,32,None,None,None
353,Oberlienz,70720,70720,None,742,726,16,2013-09-28 22:00:00+00:00,79,317,139,65,36,35,43,None,8,4,None,None,None
354,Scharnitz,70348,70348,None,482,480,2,2013-09-28 22:00:00+00:00,106,177,113,29,13,14,26,None,1,1,None,None,None
355,Weng im Innkreis,40446,40446,None,798,773,25,2013-09-28 22:00:00+00:00,142,274,242,37,26,24,25,None,2,1,None,None,None
356,Waldenstein,30940,30940,None,744,713,31,2013-09-28 22:00:00+00:00,116,406,100,30,11,16,28,None,2,4,None,None,None
357,Sandl,40616,40616,None,923,891,32,2013-09-28 22:00:00+00:00,316,253,136,70,30,19,38,None,6,14,None,None,None
358,Bürg-Vöstenhof,31842,31842,None,123,116,7,2013-09-28 22:00:00+00:00,27,42,24,8,4,3,8,None,0,0,None,None,None
359,Mattsee,50323,50323,None,1626,1586,40,2013-09-28 22:00:00+00:00,206,572,257,303,49,90,87,None,17,5,None,None,None
360,Krems an der Donau,30101,30101,None,12721,12480,241,2013-09-28 22:00:00+00:00,3852,3057,2461,1393,341,584,500,None,84,208,None,None,None
361,Statzendorf,31940,31940,None,864,848,16,2013-09-28 22:00:00+00:00,315,227,149,60,24,24,35,None,7,7,None,None,None
362,Neumarkt am Wallersee,50324,50324,None,2731,2656,75,2013-09-28 22:00:00+00:00,580,572,679,421,78,126,150,None,31,19,None,None,None
363,Suben,41425,41425,None,660,647,13,2013-09-28 22:00:00+00:00,158,203,113,48,75,14,25,None,3,4,None,None,None
364,Sankt Koloman,50211,50211,None,1018,987,31,2013-09-28 22:00:00+00:00,103,520,179,82,28,25,40,None,6,4,None,None,None
365,Wang,32015,32015,None,845,820,25,2013-09-28 22:00:00+00:00,127,409,161,48,18,19,29,None,6,3,None,None,None
366,Lustenau,80303,80303,None,8059,7975,84,2013-09-28 22:00:00+00:00,939,1953,1963,1205,219,1084,430,None,62,26,None,None,None
367,Hohenems,80302,80302,None,5495,5437,58,2013-09-28 22:00:00+00:00,711,1164,1552,793,105,666,314,None,42,27,None,None,None
368,Stadtschlaining,10923,10923,None,1209,1188,21,2013-09-28 22:00:00+00:00,500,262,258,57,16,11,71,None,7,5,None,None,None
369,Rabensburg,31645,31645,None,639,619,20,2013-09-28 22:00:00+00:00,300,66,164,12,15,12,39,None,7,4,None,None,None
370,Wienerwald,31726,31726,None,1525,1504,21,2013-09-28 22:00:00+00:00,319,487,254,161,61,107,83,None,15,17,None,None,None
