gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G61110	Niklasdorf	2098	1401	1392	554	145	400	52	79	92	28	32	10	0	0	0	0	0	spoe
G61111	Proleb	1359	984	967	325	132	256	30	86	84	26	22	4	2	0	0	0	0	spoe
G61112	Radmer	576	398	393	184	82	79	10	11	20	4	3	0	0	0	0	0	0	spoe
G61113	Sankt Michael in Obersteiermark	2541	1788	1775	655	218	520	69	105	131	34	39	1	3	0	0	0	0	spoe
G61114	Sankt Peter-Freienstein	2011	1382	1374	432	208	400	48	69	143	33	33	4	4	0	0	0	0	spoe
G61115	Sankt Stefan ob Leoben	1675	1235	1226	420	192	368	32	62	102	20	20	5	5	0	0	0	0	spoe
G61116	Traboch	1161	830	820	241	146	255	30	27	86	26	5	2	2	0	0	0	0	fpoe
G61118	Vordernberg	894	627	621	303	32	133	26	31	59	2	26	9	0	0	0	0	0	spoe
G61119	Wald am Schoberpaß	497	345	343	116	82	87	10	5	31	6	3	1	2	0	0	0	0	spoe
G61120	Trofaiach	9562	6746	6681	2302	749	1858	278	466	521	198	265	34	10	0	0	0	0	spoe
G61203	Aigen im Ennstal	2117	1480	1448	313	352	396	56	117	158	39	9	6	2	0	0	0	0	fpoe
G61204	Altaussee	1517	956	932	313	249	118	24	84	77	50	10	7	0	0	0	0	0	spoe
G61205	Altenmarkt bei Sankt Gallen	693	463	448	220	69	74	11	33	16	19	5	1	0	0	0	0	0	spoe
G61206	Ardning	1020	693	687	253	127	190	18	33	36	17	4	4	5	0	0	0	0	spoe
G61207	Bad Aussee	3760	2234	2169	685	482	329	91	289	152	90	35	13	3	0	0	0	0	spoe
G61213	Gröbming	2123	1412	1383	315	310	364	41	132	120	78	8	7	8	0	0	0	0	fpoe
G61215	Grundlsee	1078	657	646	195	164	96	30	62	50	32	11	6	0	0	0	0	0	spoe
G61217	Haus	1955	1311	1280	248	407	316	58	80	129	31	4	1	6	0	0	0	0	oevp
G61222	Lassing	1382	927	914	177	272	285	27	55	65	18	5	8	2	0	0	0	0	fpoe
G61236	Ramsau am Dachstein	2106	1377	1340	144	333	413	123	128	118	56	5	10	10	0	0	0	0	fpoe
G61243	Selzthal	1402	949	932	542	63	177	27	54	40	15	5	7	2	0	0	0	0	spoe
G61247	Trieben	2838	1873	1836	822	153	452	48	84	188	41	29	15	4	0	0	0	0	spoe
G61251	Wildalpen	449	328	324	165	68	53	5	13	10	4	5	1	0	0	0	0	0	spoe
G61252	Wörschach	940	676	668	170	190	146	22	59	42	19	10	6	4	0	0	0	0	oevp
G61253	Admont	4134	2574	2526	855	481	601	86	199	181	78	23	14	8	0	0	0	0	spoe
G61254	Aich	940	675	664	88	281	147	35	39	53	20	0	1	0	0	0	0	0	oevp
G61255	Bad Mitterndorf	3827	2438	2383	455	447	713	135	211	239	104	48	17	14	0	0	0	0	fpoe
G61256	Gaishorn am See	1159	818	799	235	159	200	23	62	83	21	10	5	1	0	0	0	0	spoe
G61257	Irdning-Donnersbachtal	3397	2261	2205	379	630	595	93	192	195	91	15	9	6	0	0	0	0	oevp
G61258	Landl	2569	1833	1795	809	297	330	76	71	151	35	21	4	1	0	0	0	0	spoe
G61259	Liezen	6184	3928	3876	1214	579	1018	148	361	316	157	50	26	7	0	0	0	0	spoe
G61260	Michaelerberg-Pruggern	912	635	618	145	199	141	26	37	43	18	4	4	1	0	0	0	0	oevp
G61261	Mitterberg-Sankt Martin	1516	1038	1004	209	297	244	63	60	87	31	6	6	1	0	0	0	0	oevp
G61262	Öblarn	1591	1050	1016	245	245	248	40	91	97	29	10	4	7	0	0	0	0	fpoe
G61263	Rottenmann	4226	2828	2782	950	417	679	93	252	263	60	38	26	4	0	0	0	0	spoe
G61264	Sankt Gallen	1588	1098	1075	392	240	214	37	74	73	31	6	7	1	0	0	0	0	spoe
G61265	Schladming	5134	3468	3412	510	655	1095	225	319	333	190	28	32	25	0	0	0	0	fpoe
G61266	Sölk	1275	928	896	170	268	246	32	38	81	43	12	3	3	0	0	0	0	oevp
G61267	Stainach-Pürgg	2246	1499	1479	397	418	287	48	106	139	46	20	13	5	0	0	0	0	oevp
G61410	Mühlen	792	581	573	188	97	133	61	38	45	8	2	1	0	0	0	0	0	spoe
G61413	Niederwölz	496	371	366	80	104	96	26	8	41	6	3	1	1	0	0	0	0	oevp
G61425	St. Peter am Kammersberg	1732	1193	1178	356	299	291	62	49	74	33	7	2	5	0	0	0	0	spoe
G61428	Schöder	840	565	559	127	164	133	32	24	50	21	5	1	2	0	0	0	0	oevp
G61437	Krakau	1250	940	919	202	361	217	34	44	43	11	1	5	1	0	0	0	0	oevp
G61438	Murau	3189	2015	1993	316	667	449	159	146	151	75	13	16	1	0	0	0	0	oevp
G61439	Neumarkt in der Steiermark	4344	3019	2967	648	689	773	275	195	270	80	17	16	4	0	0	0	0	fpoe
G61440	Oberwölz	2567	1830	1817	297	682	408	95	94	188	39	5	7	2	0	0	0	0	oevp
G61441	Ranten	978	730	715	142	261	177	23	35	59	15	1	1	1	0	0	0	0	oevp
G61442	Sankt Georgen am Kreischberg	1477	966	955	219	348	192	51	49	69	18	5	3	1	0	0	0	0	oevp
G61443	Sankt Lambrecht	1659	1125	1109	314	243	256	88	75	100	19	8	4	2	0	0	0	0	spoe
G61444	Scheifling	1789	1219	1209	292	253	338	91	89	102	25	8	6	5	0	0	0	0	fpoe
G61445	Stadl-Predlitz	1467	1079	1057	351	188	299	79	41	72	19	8	0	0	0	0	0	0	spoe
G61446	Teufenbach-Katsch	1523	1062	1042	226	175	349	87	49	99	42	7	4	4	0	0	0	0	fpoe
G61611	Krottendorf-Gaisfeld	2054	1453	1436	308	314	425	81	76	154	59	8	7	4	0	0	0	0	fpoe
G61612	Ligist	2695	1842	1809	391	378	510	92	174	184	53	15	7	5	0	0	0	0	fpoe
G61615	Mooskirchen	1728	1128	1101	167	268	350	40	99	127	30	10	5	5	0	0	0	0	fpoe
G61618	Rosental an der Kainach	1455	1015	1007	425	58	278	28	50	113	24	26	5	0	0	0	0	0	spoe
G61621	Sankt Martin am Wöllmißberg	698	498	496	111	135	136	14	19	60	14	5	2	0	0	0	0	0	fpoe
G61624	Stallhofen	2611	1787	1768	261	403	577	82	97	261	55	15	11	6	0	0	0	0	fpoe
G61625	Voitsberg	8064	5296	5239	1776	541	1475	224	337	596	128	118	37	7	0	0	0	0	spoe
G61626	Bärnbach	4691	3121	3082	1051	297	903	119	174	368	98	50	17	5	0	0	0	0	spoe
G61627	Edelschrott	1505	1048	1036	172	335	272	63	36	131	12	10	5	0	0	0	0	0	oevp
G61628	Geistthal-Södingberg	1376	904	893	204	195	264	44	40	112	14	16	3	1	0	0	0	0	fpoe
G61629	Hirschegg-Pack	959	658	651	81	234	180	38	35	67	10	2	4	0	0	0	0	0	oevp
G61630	Kainach bei Voitsberg	1421	1005	985	259	192	295	40	42	114	31	7	5	0	0	0	0	0	fpoe
G61631	Köflach	8718	5861	5788	1981	544	1701	247	363	639	163	115	30	5	0	0	0	0	spoe
G61632	Maria Lankowitz	2512	1813	1786	473	234	523	114	98	231	60	41	7	5	0	0	0	0	fpoe
G61633	     Söding-Sankt Johann	1481	1058	1033	189	278	277	45	98	104	24	9	5	4	0	0	0	0	oevp
G61633	Söding-Sankt Johann	1784	1167	1151	301	212	313	49	97	124	34	11	6	4	0	0	0	0	fpoe
G61701	Albersdorf-Prebuch	1570	1132	1114	185	233	288	41	110	198	37	15	4	3	0	0	0	0	fpoe
G61708	Fischbach	1301	908	887	146	271	297	28	28	92	15	5	3	2	0	0	0	0	fpoe
G61710	Floing	1022	729	718	147	167	203	24	40	115	13	8	0	1	0	0	0	0	fpoe
G61711	Gasen	756	620	606	114	289	82	22	26	51	9	7	4	2	0	0	0	0	oevp
G61716	Markt Hartmannsdorf	2398	1612	1580	150	354	437	75	206	244	67	33	9	5	0	0	0	0	fpoe
G61719	Hofstätten an der Raab	1691	1123	1105	177	270	285	57	117	136	42	13	8	0	0	0	0	0	fpoe
G61727	Ludersdorf-Wilfersdorf	1664	1132	1114	189	189	290	60	161	151	34	27	12	1	0	0	0	0	fpoe
G61728	Miesenbach bei Birkfeld	606	491	480	91	172	108	17	23	54	14	1	0	0	0	0	0	0	oevp
G61729	Mitterdorf an der Raab	1684	1211	1196	243	291	278	36	87	208	32	10	10	1	0	0	0	0	oevp
G61730	Mortantsch	1664	1246	1213	260	290	218	54	119	219	24	15	5	9	0	0	0	0	oevp
G61731	Naas	1141	902	883	158	275	211	28	57	130	12	9	2	1	0	0	0	0	oevp
G61740	Puch bei Weiz	1745	1255	1223	192	267	275	57	107	265	34	9	11	6	0	0	0	0	fpoe
G61741	Ratten	992	710	699	229	224	119	9	45	60	7	2	3	1	0	0	0	0	spoe
G61743	Rettenegg	638	469	461	126	167	87	13	17	41	7	1	1	1	0	0	0	0	oevp
G61744	St. Kathrein am Hauenstein	569	433	426	109	147	93	19	10	33	8	3	2	2	0	0	0	0	oevp
G61745	Sankt Kathrein am Offenegg	970	733	718	126	265	142	17	26	126	10	4	0	2	0	0	0	0	oevp
G61746	St. Margarethen an der Raab	3226	2249	2221	346	605	498	70	251	344	56	21	14	16	0	0	0	0	oevp
G61748	Sinabelkirchen	3216	2293	2268	441	348	764	104	173	362	41	18	11	6	0	0	0	0	fpoe
G61750	Strallegg	1628	1234	1217	260	414	289	41	38	125	30	7	6	7	0	0	0	0	oevp
G61751	Thannhausen	1947	1433	1400	283	369	271	56	112	255	32	13	0	9	0	0	0	0	oevp
G61756	Anger	3461	2658	2621	558	706	578	79	181	422	62	16	12	7	0	0	0	0	oevp
G61757	Birkfeld 	4359	3216	3152	538	1003	784	106	175	433	66	20	12	15	0	0	0	0	oevp
G61758	Fladnitz an der Teichalm	1497	1170	1153	177	429	297	25	55	125	29	8	5	3	0	0	0	0	oevp
G61759	Gersdorf an der Feistritz	1387	1114	1088	73	250	486	33	66	138	22	4	7	9	0	0	0	0	fpoe
G61760	Gleisdorf	8083	5046	4970	944	963	1127	166	676	769	192	88	36	9	0	0	0	0	fpoe
G61761	Gutenberg-Stenzengreith	1455	1034	1015	182	220	189	50	86	226	31	16	11	4	0	0	0	0	frank
G61762	Ilztal	1794	1352	1324	215	322	346	48	101	232	37	13	6	4	0	0	0	0	fpoe
G61763	Passail	3598	2614	2557	422	776	626	76	136	436	56	19	7	3	0	0	0	0	oevp
G61764	Pischelsdorf am Kulm	3029	2191	2154	273	387	772	94	169	373	52	17	6	11	0	0	0	0	fpoe
G61765	Sankt Ruprecht an der Raab	3980	2795	2751	405	527	718	99	282	581	66	42	23	8	0	0	0	0	fpoe
G61766	Weiz	9215	5885	5781	1763	704	1095	160	713	993	166	118	43	26	0	0	0	0	spoe
G62007	Fohnsdorf	6692	4461	4414	1463	490	1184	198	297	496	132	122	23	9	0	0	0	0	spoe
G62008	Gaal	1174	873	862	173	334	181	43	37	59	21	9	3	2	0	0	0	0	oevp
G62010	Hohentauern	392	234	232	77	45	56	7	13	24	5	3	1	1	0	0	0	0	spoe
G62014	Kobenz	1497	1041	1024	252	251	210	44	90	136	26	11	4	0	0	0	0	0	spoe
G62021	Pusterwald	411	286	282	60	104	66	15	4	30	1	2	0	0	0	0	0	0	oevp
G62026	Sankt Georgen ob Judenburg	717	523	512	134	164	104	29	31	33	10	5	2	0	0	0	0	0	oevp
G62032	Sankt Peter ob Judenburg	909	711	698	131	220	172	34	46	66	24	5	0	0	0	0	0	0	oevp
G62034	Seckau	1079	825	812	153	339	132	30	55	72	16	6	3	6	0	0	0	0	oevp
G62036	Unzmarkt-Frauenburg	1184	804	787	233	160	194	40	58	67	18	15	2	0	0	0	0	0	spoe
G62038	Zeltweg	5807	3682	3648	1296	320	1155	151	195	273	100	128	22	8	0	0	0	0	spoe
G62039	Großlobming	1502	1029	1018	255	226	258	82	66	78	29	8	5	11	0	0	0	0	fpoe
G62040	Judenburg	8531	5495	5427	1884	679	1488	258	371	409	155	158	23	2	0	0	0	0	spoe
G62041	Knittelfeld	9700	6016	5960	2373	485	1676	221	353	444	148	235	20	5	0	0	0	0	spoe
G62042	Obdach	3214	2285	2248	579	729	502	89	122	146	42	25	14	0	0	0	0	0	oevp
G62043	Pöls-Oberkurzheim	2636	1804	1774	670	287	432	82	88	142	46	19	5	3	0	0	0	0	spoe
G62044	Pölstal	2375	1707	1677	404	460	408	67	101	153	39	24	11	10	0	0	0	0	oevp
G62045	Sankt Marein-Feistritz	1596	1179	1170	326	231	291	77	87	112	26	15	5	0	0	0	0	0	spoe
G62046	Sankt Margarethen bei Knittelfeld	2268	1710	1695	484	425	367	99	117	137	32	26	6	2	0	0	0	0	spoe
G62047	Spielberg	4387	3054	3013	1037	372	809	161	161	298	77	81	13	4	0	0	0	0	spoe
G62048	Weißkirchen in Steiermark	4119	2937	2896	681	776	653	164	187	288	88	36	18	5	0	0	0	0	oevp
G62105	Breitenau am Hochlantsch	1558	1102	1072	386	246	212	44	31	96	26	27	4	0	0	0	0	0	spoe
G62115	Krieglach	4405	3002	2958	895	492	825	126	215	249	91	47	11	7	0	0	0	0	spoe
G62116	Langenwang	3338	2285	2255	574	558	603	83	151	159	79	32	12	4	0	0	0	0	fpoe
G62125	Pernegg an der Mur	1993	1532	1508	457	272	430	56	106	118	36	24	9	0	0	0	0	0	spoe
G62128	Sankt Lorenzen im Mürztal	2917	1984	1954	524	250	582	84	175	197	96	27	15	4	0	0	0	0	fpoe
G62131	Spital am Semmering	1328	919	902	312	192	238	28	42	49	20	17	2	2	0	0	0	0	spoe
G62132	Stanz im Mürztal	1600	1195	1181	394	212	310	34	73	102	35	15	2	4	0	0	0	0	spoe
G62135	Turnau	1308	948	932	272	186	288	27	49	71	23	10	3	3	0	0	0	0	fpoe
G62138	Aflenz 	2093	1474	1451	360	370	321	40	171	112	48	16	9	4	0	0	0	0	oevp
G62139	Bruck an der Mur	12989	8334	8223	2846	1053	2017	316	722	703	271	228	44	23	0	0	0	0	spoe
G62140	Kapfenberg	17808	10699	10615	4162	892	3110	308	665	803	299	300	52	24	0	0	0	0	spoe
G62141	Kindberg	6999	4784	4707	1865	752	1061	160	305	341	128	75	18	2	0	0	0	0	spoe
G62142	Mariazell	3429	2397	2348	914	526	418	87	128	184	58	20	7	6	0	0	0	0	spoe
G62143	Mürzzuschlag	7203	4577	4479	1766	432	1195	146	285	347	135	133	30	10	0	0	0	0	spoe
G62144	Neuberg an der Mürz	2230	1624	1584	538	345	408	52	70	84	60	14	9	4	0	0	0	0	spoe
G62145	Sankt Barbara im Mürztal	5986	4070	4014	1684	482	1027	109	188	334	88	74	15	13	0	0	0	0	spoe
G62146	Sankt Marein im Mürztal	2182	1467	1445	425	164	473	51	113	132	53	29	5	0	0	0	0	0	fpoe
G62147	Thörl	2071	1460	1427	543	212	348	33	74	135	36	33	7	6	0	0	0	0	spoe
G62148	Tragöß-Sankt Katharein	1730	1245	1230	374	273	358	45	44	74	36	17	8	1	0	0	0	0	spoe
G62202	Bad Blumau	1273	894	880	77	292	251	31	58	121	24	9	7	10	0	0	0	0	oevp
G62205	Buch-St. Magdalena	1809	1348	1336	223	427	353	41	74	171	30	6	5	6	0	0	0	0	oevp
G62206	Burgau	867	619	609	169	150	133	24	42	61	18	6	4	2	0	0	0	0	spoe
G62209	Ebersdorf	1020	779	763	78	220	257	41	25	111	26	2	1	2	0	0	0	0	fpoe
G62211	Friedberg	2187	1658	1626	439	464	338	37	99	162	62	7	14	4	0	0	0	0	oevp
G62214	Greinbach	1484	1119	1092	179	400	275	28	49	131	20	2	8	0	0	0	0	0	oevp
G62216	Großsteinbach	1057	819	809	72	286	209	45	49	117	15	10	3	3	0	0	0	0	oevp
G62219	Hartberg	5161	3372	3324	566	979	740	130	339	358	169	22	11	10	0	0	0	0	oevp
G62220	Hartberg Umgebung	1707	1274	1255	126	595	275	46	69	103	36	4	0	1	0	0	0	0	oevp
G62226	Lafnitz	1082	835	818	269	208	190	28	37	69	12	4	1	0	0	0	0	0	spoe
G62232	Ottendorf an der Rittschein	1265	840	824	135	203	238	26	51	139	12	5	6	9	0	0	0	0	fpoe
G62233	Pinggau	2584	1874	1842	417	639	428	65	83	141	48	8	8	5	0	0	0	0	oevp
G62235	Pöllauberg	1773	1404	1389	202	531	313	37	79	180	25	10	6	6	0	0	0	0	oevp
G62242	Sankt Jakob im Walde	904	660	643	132	279	122	15	17	59	12	1	2	4	0	0	0	0	oevp
G62244	Sankt Johann in der Haide	1645	1181	1157	279	295	311	39	59	156	11	6	0	1	0	0	0	0	fpoe
G62245	Sankt Lorenzen am Wechsel	1313	971	947	188	393	203	23	42	78	14	3	0	3	0	0	0	0	oevp
G62247	Schäffern	1137	949	934	111	471	197	26	29	50	37	3	4	6	0	0	0	0	oevp
G62252	Söchau	1206	885	874	140	238	221	30	75	140	17	5	1	7	0	0	0	0	oevp
G62256	Stubenberg	1938	1285	1269	244	350	306	36	85	189	41	9	7	2	0	0	0	0	oevp
G62262	Wenigzell	1176	913	895	122	414	173	26	54	82	17	2	4	1	0	0	0	0	oevp
G62264	Bad Waltersdorf	3229	2423	2369	336	795	550	87	151	362	48	14	17	9	0	0	0	0	oevp
G62265	Dechantskirchen	2153	1579	1560	459	505	325	35	72	103	38	6	12	5	0	0	0	0	oevp
G62266	Feistritztal	2023	1568	1546	295	376	435	69	90	229	28	12	7	5	0	0	0	0	fpoe
G62267	Fürstenfeld	6755	4490	4420	763	1213	943	180	395	624	172	43	25	62	0	0	0	0	oevp
G62268	Grafendorf bei Hartberg	2603	1917	1872	264	677	491	47	107	223	45	11	1	6	0	0	0	0	oevp
G62269	Großwilfersdorf	1672	1177	1156	132	430	249	46	76	164	31	11	5	12	0	0	0	0	oevp
G62270	Hartl	1784	1412	1383	140	447	373	65	54	263	29	4	6	2	0	0	0	0	oevp
G62271	Ilz	3061	2164	2123	263	474	562	127	194	363	62	26	32	20	0	0	0	0	fpoe
G62272	Kaindorf	2262	1669	1633	194	486	441	71	111	250	61	3	14	2	0	0	0	0	oevp
G62273	Loipersdorf bei Fürstenfeld	1586	1137	1117	105	291	338	47	82	194	27	6	4	23	0	0	0	0	fpoe
G62274	Neudau	884	610	593	249	87	119	15	39	64	9	9	1	1	0	0	0	0	spoe
G62275	Pöllau	5166	3960	3886	873	1297	862	114	221	386	68	37	18	10	0	0	0	0	oevp
G62276	Rohr bei Hartberg	1215	876	861	197	249	215	28	45	100	18	6	1	2	0	0	0	0	oevp
G62277	Rohrbach an der Lafnitz	1917	1441	1419	379	341	365	66	72	146	36	10	2	2	0	0	0	0	spoe
G62278	Vorau	4086	3152	3109	442	1292	754	89	146	280	61	14	20	11	0	0	0	0	oevp
G62279	Waldbach-Mönichwald	1333	1048	1021	177	318	262	52	58	106	25	9	6	8	0	0	0	0	oevp
G62311	Edelsbach bei Feldbach	1093	830	812	153	283	171	23	41	88	37	9	4	3	0	0	0	0	oevp
G62314	Eichkögl	1021	685	674	93	179	217	20	37	98	19	7	3	1	0	0	0	0	fpoe
G62326	Halbenrain	1508	1021	993	138	361	257	33	46	122	22	5	8	1	0	0	0	0	oevp
G62330	Jagerberg	1418	1025	1007	113	367	270	37	46	141	16	9	1	7	0	0	0	0	oevp
G62332	Kapfenstein	1335	944	928	157	323	247	32	40	90	24	4	9	2	0	0	0	0	oevp
G62335	Klöch	1052	721	694	73	329	136	25	39	72	7	6	6	1	0	0	0	0	oevp
G62343	Mettersdorf am Saßbach	1078	761	750	117	258	192	21	29	115	12	2	4	0	0	0	0	0	oevp
G62347	Murfeld	1405	960	932	178	256	268	21	61	105	33	3	4	3	0	0	0	0	fpoe
G62368	Tieschen	1130	812	795	185	260	159	36	33	87	19	11	5	0	0	0	0	0	oevp
G62372	Unterlamm	1046	706	687	72	252	239	12	21	74	5	2	2	8	0	0	0	0	oevp
G62375	Bad Gleichenberg	4299	2826	2787	638	711	702	91	176	371	59	20	9	10	0	0	0	0	oevp
G62376	Bad Radkersburg	2582	1619	1584	312	521	301	76	142	153	53	17	6	3	0	0	0	0	oevp
G62377	Deutsch Goritz	1596	1181	1158	190	451	238	35	75	126	19	13	6	5	0	0	0	0	oevp
G62378	Fehring	6133	4220	4155	817	1292	1030	108	254	465	106	35	27	21	0	0	0	0	oevp
G62379	Feldbach	10315	6883	6769	1355	1755	1715	251	510	815	231	61	36	40	0	0	0	0	oevp
G62380	Gnas	4898	3648	3534	342	1297	980	139	154	481	80	31	15	15	0	0	0	0	oevp
G62381	Kirchbach in der Steiermark	2734	1989	1961	193	592	570	109	121	282	64	15	8	7	0	0	0	0	oevp
G62382	Kirchberg an der Raab	3503	2457	2425	441	616	719	76	140	336	58	15	13	11	0	0	0	0	fpoe
G62383	Mureck	2961	1967	1921	412	515	482	82	119	230	52	19	6	4	0	0	0	0	oevp
G62384	Paldau	2975	2173	2138	363	634	576	62	77	339	50	16	4	17	0	0	0	0	oevp
G62385	Pirching am Traubenberg	2114	1533	1521	173	524	453	50	93	160	35	16	7	10	0	0	0	0	oevp
G62386	Riegersburg	4148	2988	2927	430	951	716	97	170	405	105	20	21	12	0	0	0	0	oevp
G62387	Sankt Anna am Aigen	2055	1394	1369	161	556	363	44	56	158	18	7	4	2	0	0	0	0	oevp
G62388	Sankt Peter am Ottersbach	2607	1812	1787	341	568	446	42	94	221	51	8	11	5	0	0	0	0	oevp
G62389	Sankt Stefan im Rosental	3327	2412	2370	342	751	638	85	122	313	74	14	7	24	0	0	0	0	oevp
G62390	Straden	3118	2302	2260	290	842	557	69	153	269	57	11	6	6	0	0	0	0	oevp
G70101	Innsbruck	88762	50064	49408	10244	10065	9598	1186	11135	2323	3727	668	462	0	0	0	0	0	gruene
G70201	Arzl im Pitztal	2338	1438	1419	276	495	282	73	149	68	55	12	9	0	0	0	0	0	oevp
G70202	Haiming	3382	1920	1886	398	538	412	64	242	134	72	5	21	0	0	0	0	0	oevp
G70203	Imst	6998	4098	4034	727	1248	904	97	604	230	176	22	26	0	0	0	0	0	oevp
G70204	Imsterberg	623	384	374	68	165	88	12	24	11	2	2	2	0	0	0	0	0	oevp
G70205	Jerzens	725	469	462	64	163	97	84	25	18	8	0	3	0	0	0	0	0	oevp
G70206	Karres	492	307	299	56	134	58	4	13	20	10	3	1	0	0	0	0	0	oevp
G70207	Karrösten	563	355	353	87	131	77	7	24	17	9	0	1	0	0	0	0	0	oevp
G70208	Längenfeld	3293	1890	1856	205	965	357	75	120	70	53	5	6	0	0	0	0	0	oevp
G70209	Mieming	2599	1659	1631	199	514	346	77	279	104	98	6	8	0	0	0	0	0	oevp
G70210	Mils bei Imst	451	316	312	61	105	54	10	48	13	19	0	2	0	0	0	0	0	oevp
G70211	Mötz	918	561	552	92	183	103	25	89	41	14	2	3	0	0	0	0	0	oevp
G70212	Nassereith	1613	871	854	148	325	178	22	78	60	33	7	3	0	0	0	0	0	oevp
G70213	Obsteig	898	579	570	64	199	111	20	101	40	28	4	3	0	0	0	0	0	oevp
G70214	Oetz	1766	1059	1037	146	418	181	35	121	65	59	4	8	0	0	0	0	0	oevp
G70215	Rietz	1749	923	906	245	219	204	19	105	60	40	7	7	0	0	0	0	0	spoe
G70216	Roppen	1326	772	764	200	292	134	14	58	35	22	4	5	0	0	0	0	0	oevp
G70217	St. Leonhard im Pitztal	1141	584	580	46	309	129	33	24	26	7	0	6	0	0	0	0	0	oevp
G70218	Sautens	1057	596	590	107	227	107	17	59	41	25	1	6	0	0	0	0	0	oevp
G70219	Silz	1978	1144	1116	279	351	189	28	169	49	37	7	7	0	0	0	0	0	oevp
G70220	Sölden	2247	1223	1207	80	651	210	72	86	54	45	3	6	0	0	0	0	0	oevp
G70221	Stams	1037	635	619	92	189	119	11	112	48	27	14	7	0	0	0	0	0	oevp
G70222	Tarrenz	2118	1143	1117	151	368	282	20	115	112	57	6	6	0	0	0	0	0	oevp
G70223	Umhausen	2320	1424	1406	162	666	298	63	95	72	43	2	5	0	0	0	0	0	oevp
G70224	Wenns	1568	859	832	151	322	157	55	72	48	22	1	4	0	0	0	0	0	oevp
G70301	Absam	5449	3440	3395	764	863	576	101	657	183	212	20	19	0	0	0	0	0	oevp
G70302	Aldrans	1755	1127	1108	145	354	166	25	251	55	96	7	9	0	0	0	0	0	oevp
G70303	Ampass	1258	805	800	91	214	179	31	139	54	68	17	7	0	0	0	0	0	oevp
G70304	Axams	4438	2832	2803	572	720	537	94	571	133	138	22	16	0	0	0	0	0	oevp
G70305	Baumkirchen	918	635	624	114	202	116	22	92	39	36	3	0	0	0	0	0	0	oevp
G70306	Birgitz	1037	661	656	93	203	122	41	117	39	34	1	6	0	0	0	0	0	oevp
G70307	Ellbögen	882	657	647	105	268	148	17	54	31	22	1	1	0	0	0	0	0	oevp
G70308	Flaurling	936	620	614	121	203	106	18	101	26	21	7	11	0	0	0	0	0	oevp
G70309	Fritzens	1619	1045	1028	224	265	249	36	119	76	48	3	8	0	0	0	0	0	oevp
G70310	Fulpmes	2959	1701	1682	282	570	375	38	229	98	77	6	7	0	0	0	0	0	oevp
G70311	Gnadenwald	558	386	381	38	157	50	10	60	24	37	1	4	0	0	0	0	0	oevp
G70312	Götzens	2995	1784	1767	331	477	378	64	294	92	111	12	8	0	0	0	0	0	oevp
G70313	Gries am Brenner	1007	672	666	122	233	167	21	59	30	24	5	5	0	0	0	0	0	oevp
G70314	Gries im Sellrain	473	302	300	49	143	63	7	21	7	8	1	1	0	0	0	0	0	oevp
G70315	Grinzens	1048	635	624	128	216	122	20	85	21	28	2	2	0	0	0	0	0	oevp
G70317	Gschnitz	341	230	224	35	96	50	10	13	12	7	1	0	0	0	0	0	0	oevp
G70318	Hatting	986	668	665	147	217	123	10	101	19	42	4	2	0	0	0	0	0	oevp
G70319	Inzing	2795	1734	1705	348	532	251	32	326	92	95	15	14	0	0	0	0	0	oevp
G70320	Kematen in Tirol	2052	1261	1243	256	375	223	37	226	53	64	5	4	0	0	0	0	0	oevp
G70322	Kolsass	1261	845	836	151	243	176	26	132	50	51	5	2	0	0	0	0	0	oevp
G70323	Kolsassberg	592	391	388	63	167	72	7	39	22	16	1	1	0	0	0	0	0	oevp
G70325	Lans	765	503	493	53	181	57	40	83	18	52	6	3	0	0	0	0	0	oevp
G70326	Leutasch	1551	868	856	91	409	123	30	112	61	25	3	2	0	0	0	0	0	oevp
G70327	Matrei am Brenner	724	471	465	151	125	98	19	30	16	21	2	3	0	0	0	0	0	spoe
G70328	Mieders	1289	828	818	112	281	155	47	119	51	47	2	4	0	0	0	0	0	oevp
G70329	Mils	3268	2151	2116	311	632	438	76	361	127	151	11	9	0	0	0	0	0	oevp
G70330	Mühlbachl	1010	664	654	141	282	104	18	53	44	10	1	1	0	0	0	0	0	oevp
G70331	Mutters	1611	1067	1058	139	394	171	53	193	38	53	6	11	0	0	0	0	0	oevp
G70332	Natters	1475	978	972	130	331	143	42	174	55	88	7	2	0	0	0	0	0	oevp
G70333	Navis	1589	1046	1032	166	448	230	32	66	44	40	3	3	0	0	0	0	0	oevp
G70334	Neustift im Stubaital	3399	2123	2102	237	865	518	73	213	108	67	10	11	0	0	0	0	0	oevp
G70335	Oberhofen im Inntal	1293	821	808	178	255	151	22	120	44	27	10	1	0	0	0	0	0	oevp
G70336	Obernberg am Brenner	284	209	208	26	112	29	12	10	4	12	3	0	0	0	0	0	0	oevp
G70337	Oberperfuss	2316	1488	1472	267	522	227	43	256	61	76	13	7	0	0	0	0	0	oevp
G70338	Patsch	783	528	521	90	184	72	12	95	34	25	2	7	0	0	0	0	0	oevp
G70339	Pettnau	761	474	466	73	177	79	22	67	27	13	6	2	0	0	0	0	0	oevp
